text,label,label_id,language_variant,language_id,is_synthetic
"ઓફિસ ડેસ્ક અને ચેર રૂ. ૨૦,૦૦૦",capital_goods,0,Gujarati,2,True
"લેનોવો લેપટોપ ખરીદી રૂ. ૪૦,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ સમાન ઇન્વોઇસ રૂ. ૯૦,૦૦૦",capital_goods,0,Gujarati,2,True
"જનરેટર સર્વિસ રૂ. ૫,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ પ્રિન્ટર ખરીદી રૂ. ૧૨,૦૦૦",capital_goods,0,Gujarati,2,True
"કાર્ખાનાની મશીન સ્પેર પાર્ટ્સ રૂ. ૧૦,૦૦૦",capital_goods,0,Gujarati,2,True
"ફર્નિચર ખરીદી રૂ. ૨૨,૦૦૦",capital_goods,0,Gujarati,2,True
"કોમ્પ્યુટર મોનિટર રૂ. ૮,૦૦૦",capital_goods,0,Gujarati,2,True
"જનરેટર ઓઇલ ચેન્જ રૂ. ૩,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ એસી ખરીદી રૂ. ૩૫,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ મશીનરી સર્વિસ રૂ. ૧૫,૦૦૦",capital_goods,0,Gujarati,2,True
"ફેક્ટરી ટૂલ્સ ખરીદી રૂ. ૧૦,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ ચેર ખરીદી રૂ. ૫,૦૦૦",capital_goods,0,Gujarati,2,True
"ડેલ ડેસ્કટોપ ખરીદી રૂ. ૨૫,૦૦૦",capital_goods,0,Gujarati,2,True
"જનરેટર બેટરી રૂ. ૭,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ ફાઇલ કેબિનેટ રૂ. ૬,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ મશીનરી સ્પેર પાર્ટ્સ રૂ. ૧૨,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ ટેબલ ખરીદી રૂ. ૮,૦૦૦",capital_goods,0,Gujarati,2,True
"ફેક્ટરી ટૂલ્સ સર્વિસ રૂ. ૪,૦૦૦",capital_goods,0,Gujarati,2,True
"જનરેટર ફિલ્ટર રૂ. ૨,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ નોટબુક ખરીદી રૂ. ૧૦,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ મશીનરી ઓઇલ રૂ. ૩,૦૦૦",capital_goods,0,Gujarati,2,True
"ફર્નિચર સર્વિસ રૂ. ૨,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ કોમ્પ્યુટર એક્સેસરીઝ રૂ. ૫,૦૦૦",capital_goods,0,Gujarati,2,True
"જનરેટર સર્વિસ ચાર્જ રૂ. ૬,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ એર કન્ડીશનર સર્વિસ રૂ. ૪,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ મશીનરી સપ્લાય રૂ. ૧૦,૦૦૦",capital_goods,0,Gujarati,2,True
"ફેક્ટરી ટૂલ્સ સપ્લાય રૂ. ૩,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ ડેસ્ક લેમ્પ રૂ. ૧,૫૦૦",capital_goods,0,Gujarati,2,True
"જનરેટર બેલ્ટ રૂ. ૧,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ સ્કેનર ખરીદી રૂ. ૭,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ મશીનરી બોલ્ટ્સ રૂ. ૨,૦૦૦",capital_goods,0,Gujarati,2,True
"ફર્નિચર પેન્ટ રૂ. ૧,૦૦૦",capital_goods,0,Gujarati,2,True
"ઓફિસ કેબલ્સ ખરીદી રૂ. ૨,૦૦૦",capital_goods,0,Gujarati,2,True
જનરેટર ફ્યુઝ રૂ. ૫૦૦,capital_goods,0,Gujarati,2,True
"ઓફિસ કપબોર્ડ રૂ. ૩,૦૦૦",capital_goods,0,Gujarati,2,True
"પ્લાન્ટ મશીનરી ગ્રીસ રૂ. ૧,૦૦૦",capital_goods,0,Gujarati,2,True
"ફેક્ટરી ટૂલ્સ બોક્સ રૂ. ૨,૦૦૦",capital_goods,0,Gujarati,2,True
5 કમ્પ્યુટર ડેસ્ક @ 2500/પીસ,capital_goods,0,Gujarati,2,True
ઓફિસ ચેર 3 પીસ રૂ. 4500,capital_goods,0,Gujarati,2,True
જનરેટર સર્વિસિંગ ચાર્જ,capital_goods,0,Gujarati,2,True
ફેક્ટરી ટૂલ્સ ખરીદી,capital_goods,0,Gujarati,2,True
ડેલ લેપટોપ રૂ. 55000,capital_goods,0,Gujarati,2,True
2 એસી યુનિટ ઇન્સ્ટોલેશન,capital_goods,0,Gujarati,2,True
ઓફિસ ટેબલ મોડર્ન ફર્નિચર,capital_goods,0,Gujarati,2,True
પ્લાન્ટ મશીન સ્પેર પાર્ટ્સ,capital_goods,0,Gujarati,2,True
3 પીસ સ્ટીલ કેબિનેટ રૂ. 12000,capital_goods,0,Gujarati,2,True
ઇન્વર્ટર બેટરી રિપ્લેસમેન્ટ,capital_goods,0,Gujarati,2,True
ફાઇલ કેબિનેટ ગોદરેજ,capital_goods,0,Gujarati,2,True
પ્રિન્ટર કાર્ટ્રિજ રિફિલ,capital_goods,0,Gujarati,2,True
10 એલઇડી બલ્બ ખરીદી,capital_goods,0,Gujarati,2,True
ઓફિસ સોફા સેટ રૂ. 18000,capital_goods,0,Gujarati,2,True
ટ્ર0લી વ્હીલ રિપેર,capital_goods,0,Gujarati,2,True
સીસી કેમેરા ઇન્સ્ટોલેશન,capital_goods,0,Gujarati,2,True
ફેક્ટરી ફ્લોર મશીન,capital_goods,0,Gujarati,2,True
એચપી ડેસ્કજેટ પ્રિન્ટર,capital_goods,0,Gujarati,2,True
સ્ટીલ રેક 2 પીસ @ 3200,capital_goods,0,Gujarati,2,True
એસી રિપેરિંગ ચાર્જ,capital_goods,0,Gujarati,2,True
કોમ્પ્યુટર ટેબલ વુડન,capital_goods,0,Gujarati,2,True
જનરેટર ઓઇલ ચેન્જ,capital_goods,0,Gujarati,2,True
ઓફિસ પ્રિન્ટર પેપર,capital_goods,0,Gujarati,2,True
3 પીસ સ્ટીલ ચેર,capital_goods,0,Gujarati,2,True
ફેન રિપેરિંગ ચાર્જ,capital_goods,0,Gujarati,2,True
ટેલિકોમ ઇન્વોઇસ,capital_goods,0,Gujarati,2,True
ફેક્ટરી લાઇટિંગ ફિક્સ્ચર,capital_goods,0,Gujarati,2,True
એલઇડી પેનલ 2 પીસ,capital_goods,0,Gujarati,2,True
કોમ્પ્યુટર માઉસ 5 પીસ,capital_goods,0,Gujarati,2,True
ઓફિસ એર કન્ડીશનર,capital_goods,0,Gujarati,2,True
સ્ટીલ શેલ્ફ 4 ફીટ,capital_goods,0,Gujarati,2,True
ફેક્ટરી સેફ્ટી ટૂલ્સ,capital_goods,0,Gujarati,2,True
ડેસ્ક લેમ્પ ખરીદી,capital_goods,0,Gujarati,2,True
પ્લાન્ટ મશીન મેન્ટેનન્સ,capital_goods,0,Gujarati,2,True
ઓફિસ કપબોર્ડ વુડન,capital_goods,0,Gujarati,2,True
જનરેટર ફ્યુઅલ ચાર્જ,capital_goods,0,Gujarati,2,True
કોમ્પ્યુટર ટાવર કેબિનેટ,capital_goods,0,Gujarati,2,True
ફેક્ટરી વેન્ટિલેશન ફેન,capital_goods,0,Gujarati,2,True
સ્ટીલ ગેટ હિંગ્સ,capital_goods,0,Gujarati,2,True
ઓફિસ પ્રોજેક્ટર સ્ક્રીન,capital_goods,0,Gujarati,2,True
3 પીસ પ્લાસ્ટિક ચેર,capital_goods,0,Gujarati,2,True
ફેક્ટરી વોટર પંપ,capital_goods,0,Gujarati,2,True
એસી ગેસ રિફિલ,capital_goods,0,Gujarati,2,True
ઓફિસ કાગળ શ્રેડર,capital_goods,0,Gujarati,2,True
સ્ટીલ વર્કબેન્ચ 1 પીસ,capital_goods,0,Gujarati,2,True
ફેક્ટરી કન્વેયર બેલ્ટ,capital_goods,0,Gujarati,2,True
કોમ્પ્યુટર યુપીએસ બેટરી,capital_goods,0,Gujarati,2,True
ઓફિસ બુકશેલ્ફ વુડન,capital_goods,0,Gujarati,2,True
જનરેટર સર્વિસિંગ,capital_goods,0,Gujarati,2,True
5 કમ્પ્યુટર ડેલ ઇન્સ્પિરોન,capital_goods,0,Gujarati,2,True
ઓફિસ ટેબલ 2 નંબર @ 8500,capital_goods,0,Gujarati,2,True
"જનરેટર 10KVA કિંમત 1,20,000",capital_goods,0,Gujarati,2,True
ફેક્ટરી ટૂલ્સ સેટ rs 4500,capital_goods,0,Gujarati,2,True
એસી 1.5 ટન બ્લુ સ્ટાર,capital_goods,0,Gujarati,2,True
પ્રિન્ટર એચપી ડેસ્કજેટ,capital_goods,0,Gujarati,2,True
સ્ટીલ શેલ્ફ 3 નંબર @ 2000,capital_goods,0,Gujarati,2,True
ઓફિસ ચેર 10 પીસ,capital_goods,0,Gujarati,2,True
વોટર કૂલર 20L rs 8000,capital_goods,0,Gujarati,2,True
માઇક્રોવેવ ઓવન IFB,capital_goods,0,Gujarati,2,True
કમ્પ્યુટર ટેબલ 4 નંબર,capital_goods,0,Gujarati,2,True
ફેક્ટરી મશીન સ્પેર પાર્ટ્સ,capital_goods,0,Gujarati,2,True
એલઇડી બલ્બ 20W 10 પીસ,capital_goods,0,Gujarati,2,True
એર કમ્પ્રેસર 5HP rs 25000,capital_goods,0,Gujarati,2,True
ટેલિફોન સિસ્ટમ એવાયા,capital_goods,0,Gujarati,2,True
સ્ટીલ કબાટ 2 નંબર @ 12000,capital_goods,0,Gujarati,2,True
લેપટોપ લેનોવો આઇડિયાપેડ,capital_goods,0,Gujarati,2,True
પાવર ટૂલ્સ બોશ બ્રાન્ડ,capital_goods,0,Gujarati,2,True
3D પ્રિન્ટર મશીન rs 75000,capital_goods,0,Gujarati,2,True
ફાઇલ કબાટ 5 નંબર @ 3500,capital_goods,0,Gujarati,2,True
સીસી કેમેરા હિકવિઝન,capital_goods,0,Gujarati,2,True
એક્સેલ ફાઇલ 10 બોક્સ rs 500,capital_goods,0,Gujarati,2,True
એસી સ્પ્લિટ 2 ટન લજ,capital_goods,0,Gujarati,2,True
ઓફિસ સોફા સેટ rs 18000,capital_goods,0,Gujarati,2,True
વેલ્ડિંગ મશીન 10A,capital_goods,0,Gujarati,2,True
કુલર પેડ્સ્ટલ 2 નંબર,capital_goods,0,Gujarati,2,True
ટેબલ ફેન યુએસએચએ,capital_goods,0,Gujarati,2,True
સ્કેનર મશીન એપસન,capital_goods,0,Gujarati,2,True
ફાયર એક્સ્ટિંગ્વિશર 5KG,capital_goods,0,Gujarati,2,True
ડિજિટલ વેઇટિંગ મશીન,capital_goods,0,Gujarati,2,True
ઓફિસ કબાટ ગોદરેજ,capital_goods,0,Gujarati,2,True
પ્રોજેક્ટર બેનક્યુ rs 45000,capital_goods,0,Gujarati,2,True
સ્ટીલ ડેસ્ક 3 નંબર @ 7000,capital_goods,0,Gujarati,2,True
ઇલેક્ટ્રિક સ્ક્રૂડ્રાઇવર,capital_goods,0,Gujarati,2,True
કોપિયર મશીન કેનોન,capital_goods,0,Gujarati,2,True
ફાઇલ રેક મેટલ 4 નંબર,capital_goods,0,Gujarati,2,True
એલઇડી ટ્યુબ 15W 20 પીસ,capital_goods,0,Gujarati,2,True
એર પમ્પ હવાલદાર,capital_goods,0,Gujarati,2,True
ઓફિસ સ્ટુલ 15 પીસ rs 6000,capital_goods,0,Gujarati,2,True
ડિજિટલ કેમેરા સોની,capital_goods,0,Gujarati,2,True
સ્ટીલ ગેટ 1 નંબર rs 25000,capital_goods,0,Gujarati,2,True
પાવર બેંક 20000mAh,capital_goods,0,Gujarati,2,True
ફેક્ટરી લાઇટિંગ સિસ્ટમ,capital_goods,0,Gujarati,2,True
એસી સર્વિસિંગ ચાર્જ,capital_goods,0,Gujarati,2,True
કમ્પ્યુટર માઉસ 10 પીસ,capital_goods,0,Gujarati,2,True
ફાયર સેફ્ટી કિટ rs 3500,capital_goods,0,Gujarati,2,True
ડ્રિલ મશીન બ્લેક & ડેકર,capital_goods,0,Gujarati,2,True
ફેક્ટરી મશીનરી પાર્ટસ,capital_goods,0,Gujarati,2,True
જનરેટર સેર્વિસિંગ ચાર્જ,capital_goods,0,Gujarati,2,True
ઓફિસ ચેર 2 પીસ @ 2500,capital_goods,0,Gujarati,2,True
ટાટા સ્ટીલ પ્લેટ 5kg,capital_goods,0,Gujarati,2,True
કોમ્પ્યુટર ટેબલ ફોર ઓફિસ,capital_goods,0,Gujarati,2,True
Dell લેપટોપ ખરીદી,capital_goods,0,Gujarati,2,True
પ્લાન્ટ મશીન ઓઇલ સપ્લાય,capital_goods,0,Gujarati,2,True
ફેક્ટરી ટૂલ બૉક્સ,capital_goods,0,Gujarati,2,True
ઓફિસ એ.સી. રિપેરિંગ,capital_goods,0,Gujarati,2,True
સ્ટીલ રોડ 2m @ 1200/m,capital_goods,0,Gujarati,2,True
જનરેટર ફ્યુઅલ ખર્ચ,capital_goods,0,Gujarati,2,True
કમ્પ્યુટર માઉસ 3 પીસ,capital_goods,0,Gujarati,2,True
ઓફિસ ફર્નિચર ડિલિવરી ચાર્જ,capital_goods,0,Gujarati,2,True
ટાટા મશીન ઇન્સ્ટોલેશન,capital_goods,0,Gujarati,2,True
ફેક્ટરી સેફટી હેલ્મેટ,capital_goods,0,Gujarati,2,True
ઓફિસ પ્રિન્ટર કાર્ટ્રીજ,capital_goods,0,Gujarati,2,True
જનરેટર સ્પેર પાર્ટસ,capital_goods,0,Gujarati,2,True
ટાટા પ્લાન્ટ ઇક્વિપમેન્ટ,capital_goods,0,Gujarati,2,True
ઓફિસ ડેસ્ક લેમ્પ,capital_goods,0,Gujarati,2,True
ફેક્ટરી બેન્ચ વાઇસ,capital_goods,0,Gujarati,2,True
ઓફિસ કેબિનેટ ખરીદી,capital_goods,0,Gujarati,2,True
જનરેટર ઓઇલ ફિલ્ટર,capital_goods,0,Gujarati,2,True
ટાટા મશીન મેન્ટેનન્સ,capital_goods,0,Gujarati,2,True
ઓફિસ ફેન રિપેરિંગ,capital_goods,0,Gujarati,2,True
ફેક્ટરી પાવર ટૂલસ,capital_goods,0,Gujarati,2,True
જનરેટર બેટરી રિપ્લેસમેન્ટ,capital_goods,0,Gujarati,2,True
ટાટા સ્પેર પાર્ટસ,capital_goods,0,Gujarati,2,True
ઓફિસ સ્ટેપલર મશીન,capital_goods,0,Gujarati,2,True
ફેક્ટરી સ્ટીલ કટર,capital_goods,0,Gujarati,2,True
ઓફિસ ચેર કસ્ટમાઇઝેશન,capital_goods,0,Gujarati,2,True
જનરેટર ટ્રાન્સપોર્ટ ચાર્જ,capital_goods,0,Gujarati,2,True
ટાટા ઇલેક્ટ્રિકલ ટૂલસ,capital_goods,0,Gujarati,2,True
ઓફિસ મોનિટર સ્ટેન્ડ,capital_goods,0,Gujarati,2,True
ફેક્ટરી ડ્રિલ મશીન,capital_goods,0,Gujarati,2,True
ઓફિસ પ્રિન્ટર પેપર રોલ,capital_goods,0,Gujarati,2,True
જનરેટર કન્નેક્શન વાયર,capital_goods,0,Gujarati,2,True
ટાટા પ્લાન્ટ ઇન્સ્પેક્શન,capital_goods,0,Gujarati,2,True
ઓફિસ કીબોર્ડ ક્લીનિંગ,capital_goods,0,Gujarati,2,True
ફેક્ટરી સ્પેર ટૂલસ,capital_goods,0,Gujarati,2,True
ઓફિસ નોટબુક સ્ટેન્ડ,capital_goods,0,Gujarati,2,True
જનરેટર ગેસ ફિલિંગ,capital_goods,0,Gujarati,2,True
ટાટા મશીન લુબ્રિકન્ટ,capital_goods,0,Gujarati,2,True
ઓફિસ પેન હોલ્ડર,capital_goods,0,Gujarati,2,True
ફેક્ટરી સ્ટીલ કટિંગ બ્લેડ,capital_goods,0,Gujarati,2,True
ઓફિસ કોપી મશીન સેર્વિસિંગ,capital_goods,0,Gujarati,2,True
જનરેટર બેલ્ટ રિપ્લેસમેન્ટ,capital_goods,0,Gujarati,2,True
ટાટા પ્લાન્ટ વાઇબ્રેટર,capital_goods,0,Gujarati,2,True
ઓફિસ ટેબલ લેમ્પ બલ્બ,capital_goods,0,Gujarati,2,True
Godrej almirah for office,capital_goods,0,Code-mixed Hindi-English,3,True
Tata Hitachi excavator spare parts,capital_goods,0,Code-mixed Hindi-English,3,True
5 HP Crompton motor,capital_goods,0,Code-mixed Hindi-English,3,True
Laptop Dell Vostro 15 rs 45000,capital_goods,0,Code-mixed Hindi-English,3,True
Office chair 4 pcs @ 2500,capital_goods,0,Code-mixed Hindi-English,3,True
JCB machine service bill,capital_goods,0,Code-mixed Hindi-English,3,True
Generator diesel filling 20L,capital_goods,0,Code-mixed Hindi-English,3,True
Steel rack for warehouse,capital_goods,0,Code-mixed Hindi-English,3,True
Bosch drill machine,capital_goods,0,Code-mixed Hindi-English,3,True
AC installation labour charge,capital_goods,0,Code-mixed Hindi-English,3,True
Tally ERP9 software renewal,capital_goods,0,Code-mixed Hindi-English,3,True
Printer Canon 2900 toner,capital_goods,0,Code-mixed Hindi-English,3,True
Factory safety gloves 10 pairs,capital_goods,0,Code-mixed Hindi-English,3,True
Wipro tubelight 20W 10 pieces,capital_goods,0,Code-mixed Hindi-English,3,True
Hydraulic jack repair,capital_goods,0,Code-mixed Hindi-English,3,True
Samsung monitor 24inch,capital_goods,0,Code-mixed Hindi-English,3,True
Welding rods 5kg,capital_goods,0,Code-mixed Hindi-English,3,True
Godrej filing cabinet,capital_goods,0,Code-mixed Hindi-English,3,True
Laptop bag hp original,capital_goods,0,Code-mixed Hindi-English,3,True
3M earplugs for workers,capital_goods,0,Code-mixed Hindi-English,3,True
Office table wooden 6ft,capital_goods,0,Code-mixed Hindi-English,3,True
Amaron battery 150Ah,capital_goods,0,Code-mixed Hindi-English,3,True
CCTV camera installation,capital_goods,0,Code-mixed Hindi-English,3,True
Truck tyre 10R20 1pc,capital_goods,0,Code-mixed Hindi-English,3,True
Havells exhaust fan,capital_goods,0,Code-mixed Hindi-English,3,True
UPS Microtek 1KVA,capital_goods,0,Code-mixed Hindi-English,3,True
Industrial fan 16inch,capital_goods,0,Code-mixed Hindi-English,3,True
Keyboard mouse combo logitech,capital_goods,0,Code-mixed Hindi-English,3,True
Steel almirah 4ft,capital_goods,0,Code-mixed Hindi-English,3,True
Bajaj mixer grinder,capital_goods,0,Code-mixed Hindi-English,3,True
Construction helmet 5nos,capital_goods,0,Code-mixed Hindi-English,3,True
Wheelbarrow for site,capital_goods,0,Code-mixed Hindi-English,3,True
Treadmill for office gym,capital_goods,0,Code-mixed Hindi-English,3,True
Water cooler repair,capital_goods,0,Code-mixed Hindi-English,3,True
LG AC 1.5ton,capital_goods,0,Code-mixed Hindi-English,3,True
Office sofa set,capital_goods,0,Code-mixed Hindi-English,3,True
Fire extinguisher refill,capital_goods,0,Code-mixed Hindi-English,3,True
Voltas split AC installation,capital_goods,0,Code-mixed Hindi-English,3,True
Iron safe locker,capital_goods,0,Code-mixed Hindi-English,3,True
Photocopier xerox machine,capital_goods,0,Code-mixed Hindi-English,3,True
Industrial weighing scale,capital_goods,0,Code-mixed Hindi-English,3,True
Site measuring tape 5m,capital_goods,0,Code-mixed Hindi-English,3,True
Office water dispenser,capital_goods,0,Code-mixed Hindi-English,3,True
Angle grinder machine,capital_goods,0,Code-mixed Hindi-English,3,True
Steel fabrication material,capital_goods,0,Code-mixed Hindi-English,3,True
Computer table adjustable,capital_goods,0,Code-mixed Hindi-English,3,True
HMT lathe machine parts,capital_goods,0,Code-mixed Hindi-English,3,True
Office carpet 10x12ft,capital_goods,0,Code-mixed Hindi-English,3,True
Electric scissor lift,capital_goods,0,Code-mixed Hindi-English,3,True
Concrete mixer machine,capital_goods,0,Code-mixed Hindi-English,3,True
Lathe machine kharida rs 120000,capital_goods,0,Code-mixed Hindi-English,3,True
Bosch drill machine for factory,capital_goods,0,Code-mixed Hindi-English,3,True
Office chair 2 nos @ 3500,capital_goods,0,Code-mixed Hindi-English,3,True
Tata generator invoice rs 250000,capital_goods,0,Code-mixed Hindi-English,3,True
Dell desktop for accounts dept,capital_goods,0,Code-mixed Hindi-English,3,True
Steel cutting tool 5 pcs @ 800,capital_goods,0,Code-mixed Hindi-English,3,True
Godrej almirah for office rs 15000,capital_goods,0,Code-mixed Hindi-English,3,True
Plant machinery maintenance bill,capital_goods,0,Code-mixed Hindi-English,3,True
HP printer cartridge 2 pcs rs 1200,capital_goods,0,Code-mixed Hindi-English,3,True
UPS battery replacement rs 4500,capital_goods,0,Code-mixed Hindi-English,3,True
Factory conveyor belt 10m @ 2000/m,capital_goods,0,Code-mixed Hindi-English,3,True
Office table 1 no rs 8000,capital_goods,0,Code-mixed Hindi-English,3,True
JCB spare parts invoice rs 32000,capital_goods,0,Code-mixed Hindi-English,3,True
Lenovo laptop for manager rs 55000,capital_goods,0,Code-mixed Hindi-English,3,True
Welding machine repair charge,capital_goods,0,Code-mixed Hindi-English,3,True
Iron rod 50kg @ 60/kg,capital_goods,0,Code-mixed Hindi-English,3,True
Godrej filing cabinet rs 7000,capital_goods,0,Code-mixed Hindi-English,3,True
Generator fuel expense rs 3000,capital_goods,0,Code-mixed Hindi-English,3,True
Tata steel sheet 2mm thickness,capital_goods,0,Code-mixed Hindi-English,3,True
Office AC installation charge,capital_goods,0,Code-mixed Hindi-English,3,True
Factory safety helmet 10 pcs @ 200,capital_goods,0,Code-mixed Hindi-English,3,True
Samsung monitor for reception rs 15000,capital_goods,0,Code-mixed Hindi-English,3,True
Lathe tool replacement rs 2500,capital_goods,0,Code-mixed Hindi-English,3,True
Office sofa set rs 22000,capital_goods,0,Code-mixed Hindi-English,3,True
Plant machinery oil 5 liters @ 400,capital_goods,0,Code-mixed Hindi-English,3,True
Bosch grinder machine rs 18000,capital_goods,0,Code-mixed Hindi-English,3,True
Steel pipe 3m @ 500/m,capital_goods,0,Code-mixed Hindi-English,3,True
Office printer paper 5 reams rs 1000,capital_goods,0,Code-mixed Hindi-English,3,True
Factory fan repair bill rs 1200,capital_goods,0,Code-mixed Hindi-English,3,True
Tata motors invoice for forklift,capital_goods,0,Code-mixed Hindi-English,3,True
Office water cooler rs 18000,capital_goods,0,Code-mixed Hindi-English,3,True
Factory gloves 20 pairs @ 50,capital_goods,0,Code-mixed Hindi-English,3,True
Dell server for IT dept rs 90000,capital_goods,0,Code-mixed Hindi-English,3,True
Plant machinery belt rs 4500,capital_goods,0,Code-mixed Hindi-English,3,True
Office whiteboard rs 3000,capital_goods,0,Code-mixed Hindi-English,3,True
Factory ladder 1 no rs 2500,capital_goods,0,Code-mixed Hindi-English,3,True
Godrej steel cupboard rs 12000,capital_goods,0,Code-mixed Hindi-English,3,True
Generator servicing charge rs 5000,capital_goods,0,Code-mixed Hindi-English,3,True
Tata steel rod 100kg @ 65/kg,capital_goods,0,Code-mixed Hindi-English,3,True
Office chair wheel replacement rs 200,capital_goods,0,Code-mixed Hindi-English,3,True
Factory toolbox 1 no rs 1500,capital_goods,0,Code-mixed Hindi-English,3,True
HP laptop for sales team rs 60000,capital_goods,0,Code-mixed Hindi-English,3,True
Lathe machine oil 2 liters @ 300,capital_goods,0,Code-mixed Hindi-English,3,True
Office table lamp rs 1200,capital_goods,0,Code-mixed Hindi-English,3,True
Factory safety shoes 5 pairs @ 800,capital_goods,0,Code-mixed Hindi-English,3,True
Bosch welding machine rs 22000,capital_goods,0,Code-mixed Hindi-English,3,True
Steel plate 4mm thickness rs 5000,capital_goods,0,Code-mixed Hindi-English,3,True
Office AC repair bill rs 3500,capital_goods,0,Code-mixed Hindi-English,3,True
Factory drill bit 10 pcs @ 150,capital_goods,0,Code-mixed Hindi-English,3,True
Tata generator spare parts rs 18000,capital_goods,0,Code-mixed Hindi-English,3,True
Generator repair Rs 7500,capital_goods,0,Code-mixed Hindi-English,3,True
Office chair kharida,capital_goods,0,Code-mixed Hindi-English,3,True
Tata Steel machine parts,capital_goods,0,Code-mixed Hindi-English,3,True
Dell laptop for office,capital_goods,0,Code-mixed Hindi-English,3,True
Factory tools rs 4500,capital_goods,0,Code-mixed Hindi-English,3,True
Plant machinery spare parts,capital_goods,0,Code-mixed Hindi-English,3,True
5 kg steel rods @ 200/kg,capital_goods,0,Code-mixed Hindi-English,3,True
Computer table purchase,capital_goods,0,Code-mixed Hindi-English,3,True
Generator oil Rs 1200,capital_goods,0,Code-mixed Hindi-English,3,True
Office printer HP,capital_goods,0,Code-mixed Hindi-English,3,True
Factory safety equipment,capital_goods,0,Code-mixed Hindi-English,3,True
Machinery maintenance Rs 8000,capital_goods,0,Code-mixed Hindi-English,3,True
2 reams A4 paper,capital_goods,0,Code-mixed Hindi-English,3,True
Steel cutting machine,capital_goods,0,Code-mixed Hindi-English,3,True
Office desk repair,capital_goods,0,Code-mixed Hindi-English,3,True
Tata generator invoice,capital_goods,0,Code-mixed Hindi-English,3,True
Plant tool kit,capital_goods,0,Code-mixed Hindi-English,3,True
Computer RAM upgrade,capital_goods,0,Code-mixed Hindi-English,3,True
Office furniture delivery,capital_goods,0,Code-mixed Hindi-English,3,True
Factory fan Rs 2500,capital_goods,0,Code-mixed Hindi-English,3,True
Generator battery replacement,capital_goods,0,Code-mixed Hindi-English,3,True
Steel sheets 10 pieces,capital_goods,0,Code-mixed Hindi-English,3,True
Office AC servicing,capital_goods,0,Code-mixed Hindi-English,3,True
Machinery oil Rs 600,capital_goods,0,Code-mixed Hindi-English,3,True
Plant welding machine,capital_goods,0,Code-mixed Hindi-English,3,True
Computer UPS Rs 3000,capital_goods,0,Code-mixed Hindi-English,3,True
Office sofa purchase,capital_goods,0,Code-mixed Hindi-English,3,True
Factory gloves rs 500,capital_goods,0,Code-mixed Hindi-English,3,True
Generator belt change,capital_goods,0,Code-mixed Hindi-English,3,True
Steel pipes 5m @ 300/m,capital_goods,0,Code-mixed Hindi-English,3,True
Office printer cartridge,capital_goods,0,Code-mixed Hindi-English,3,True
Plant machinery repair,capital_goods,0,Code-mixed Hindi-English,3,True
Computer antivirus Rs 1200,capital_goods,0,Code-mixed Hindi-English,3,True
Office table Rs 4500,capital_goods,0,Code-mixed Hindi-English,3,True
Factory mask rs 200,capital_goods,0,Code-mixed Hindi-English,3,True
Generator servicing Rs 1500,capital_goods,0,Code-mixed Hindi-English,3,True
Steel plates 3 pieces,capital_goods,0,Code-mixed Hindi-English,3,True
Office laptop bag,capital_goods,0,Code-mixed Hindi-English,3,True
Plant safety helmet,capital_goods,0,Code-mixed Hindi-English,3,True
Machinery grease Rs 400,capital_goods,0,Code-mixed Hindi-English,3,True
Office chair Rs 1800,capital_goods,0,Code-mixed Hindi-English,3,True
Factory apron rs 300,capital_goods,0,Code-mixed Hindi-English,3,True
Generator spare parts,capital_goods,0,Code-mixed Hindi-English,3,True
Steel cutter Rs 2500,capital_goods,0,Code-mixed Hindi-English,3,True
Office desk Rs 3200,capital_goods,0,Code-mixed Hindi-English,3,True
Plant machinery oil,capital_goods,0,Code-mixed Hindi-English,3,True
Computer mouse Rs 150,capital_goods,0,Code-mixed Hindi-English,3,True
Office cabinet Rs 5000,capital_goods,0,Code-mixed Hindi-English,3,True
Factory boots rs 800,capital_goods,0,Code-mixed Hindi-English,3,True
CNC machine khareeda 2 lakh,capital_goods,0,Code-mixed Hindi-English,3,True
Godrej filing cabinet for office,capital_goods,0,Code-mixed Hindi-English,3,True
Tata generators invoice rs 1.5 lakh,capital_goods,0,Code-mixed Hindi-English,3,True
5 office chairs khareeda,capital_goods,0,Code-mixed Hindi-English,3,True
Laptop Dell Inspiron for office use,capital_goods,0,Code-mixed Hindi-English,3,True
